serial_no,order_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
2449,2570,2,2/12/2024,15:54:49,13.25,26.5,M,Classic,Plain Cheese Margherita Pizza
2450,2571,1,2/12/2024,15:58:47,18.5,18.5,L,Veggie,Onion Cheese Pizza
2451,2572,1,2/12/2024,16:04:07,20.5,20.5,L,Classic,Cheese Chilly Pizza
2452,2573,1,2/12/2024,16:10:39,16,16,M,Classic,Cheese Chilly Pizza
2453,2573,1,2/12/2024,16:10:39,18.5,18.5,L,Veggie,Onion Cheese Pizza
2454,2574,1,2/12/2024,16:22:32,20.75,20.75,L,Classic,Paneer Cheese Pizza
2455,2575,1,2/12/2024,16:30:57,12,12,S,Classic,Cheese Chilly Pizza
2456,2579,1,2/12/2024,17:38:32,16,16,M,Classic,Cheese Chilly Pizza
2457,2580,2,2/12/2024,17:42:00,16,32,M,Veggie,Corn Cheese Pizza
2458,2581,1,2/12/2024,17:56:55,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2459,2582,1,2/12/2024,17:59:55,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2460,2584,1,2/12/2024,18:25:21,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2461,2584,1,2/12/2024,18:25:21,20.75,20.75,L,Supreme,Veg Special Pizza
2462,2586,1,2/12/2024,19:04:06,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2463,2587,1,2/12/2024,19:09:56,16,16,M,Classic,Cheese Chilly Pizza
2464,2588,1,2/12/2024,20:01:13,12.75,12.75,S,Classic,Paneer Tandoori Pizza
2465,2588,1,2/12/2024,20:01:13,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2466,2590,1,2/12/2024,20:25:21,16,16,M,Veggie,Paneer Peppy Pizza
2467,2590,1,2/12/2024,20:25:21,12,12,S,Veggie,Paneer Peppy Pizza
2468,2591,1,2/12/2024,20:39:09,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2469,2593,1,2/12/2024,22:02:05,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2470,2594,1,2/12/2024,22:54:43,12,12,S,Classic,Cheese Chilly Pizza
2471,2594,1,2/12/2024,22:54:43,16,16,M,Classic,Paneer Peri Peri Pizza
2472,2595,1,2/13/2024,11:25:30,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2473,2596,1,2/13/2024,11:27:46,20.25,20.25,L,Veggie,Corn Cheese Pizza
2474,2596,1,2/13/2024,11:27:46,20.75,20.75,L,Supreme,Veg Special Pizza
2475,2596,1,2/13/2024,11:27:46,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2476,2601,1,2/13/2024,12:03:27,20.75,20.75,L,Supreme,Veg Special Pizza
2477,2602,1,2/13/2024,12:10:01,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2478,2602,1,2/13/2024,12:10:01,16.5,16.5,M,Supreme,Veg Special Pizza
2479,2603,1,2/13/2024,12:22:43,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2480,2604,2,2/13/2024,12:33:36,20.75,41.5,L,Classic,Paneer Tandoori Pizza
2481,2606,1,2/13/2024,12:56:00,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2482,2608,1,2/13/2024,13:11:19,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2483,2609,1,2/13/2024,13:12:42,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2484,2609,1,2/13/2024,13:12:42,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2485,2611,1,2/13/2024,13:22:38,18.5,18.5,L,Veggie,Onion Cheese Pizza
2486,2612,1,2/13/2024,13:43:11,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2487,2612,1,2/13/2024,13:43:11,12,12,S,Veggie,Paneer Peppy Pizza
2488,2612,1,2/13/2024,13:43:11,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
2489,2612,1,2/13/2024,13:43:11,20.75,20.75,L,Supreme,Paneer Makhani Pizza
2490,2612,1,2/13/2024,13:43:11,16.5,16.5,M,Supreme,Paneer Makhani Pizza
2491,2612,1,2/13/2024,13:43:11,20.75,20.75,L,Classic,Paneer Cheese Pizza
2492,2614,1,2/13/2024,13:52:26,35.95,35.95,XXL,Classic,Paneer Peri Peri Pizza
2493,2615,1,2/13/2024,13:54:55,20.25,20.25,L,Veggie,Corn Cheese Pizza
2494,2615,1,2/13/2024,13:54:55,16.5,16.5,M,Supreme,Veg Special Pizza
2495,2616,1,2/13/2024,13:59:40,20.5,20.5,L,Classic,Cheese Chilly Pizza
2496,2617,1,2/13/2024,14:38:42,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2497,2618,1,2/13/2024,14:46:51,16,16,M,Veggie,Paneer Peppy Pizza
2498,2618,1,2/13/2024,14:46:51,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
2499,2622,1,2/13/2024,16:06:27,18.5,18.5,L,Veggie,Onion Cheese Pizza
2500,2624,1,2/13/2024,16:21:18,16,16,M,Classic,Cheese Chilly Pizza
2501,2625,1,2/13/2024,16:23:52,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2502,2625,1,2/13/2024,16:23:52,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
2503,2626,1,2/13/2024,16:49:57,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2504,2626,1,2/13/2024,16:49:57,20.75,20.75,L,Classic,Paneer Cheese Pizza
2505,2626,1,2/13/2024,16:49:57,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2506,2628,1,2/13/2024,16:57:02,12,12,S,Veggie,Paneer Peppy Pizza
2507,2628,1,2/13/2024,16:57:02,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2508,2630,1,2/13/2024,17:15:17,20.75,20.75,L,Classic,Paneer Cheese Pizza
2509,2631,1,2/13/2024,17:19:26,12,12,S,Veggie,Paneer Peppy Pizza
2510,2632,1,2/13/2024,17:24:48,20.5,20.5,L,Classic,Cheese Chilly Pizza
2511,2632,1,2/13/2024,17:24:48,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2512,2633,1,2/13/2024,17:37:46,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2513,2637,1,2/13/2024,18:17:35,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2514,2638,1,2/13/2024,18:27:27,12.5,12.5,S,Supreme,Veg Special Pizza
2515,2638,1,2/13/2024,18:27:27,20.75,20.75,L,Classic,Paneer Cheese Pizza
2516,2639,1,2/13/2024,18:38:55,12.75,12.75,S,Classic,Paneer Cheese Pizza
2517,2640,1,2/13/2024,19:21:23,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2518,2641,1,2/13/2024,19:52:22,16.75,16.75,M,Classic,Paneer Cheese Pizza
2519,2642,1,2/13/2024,20:02:53,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2520,2643,1,2/13/2024,20:08:34,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2521,2643,1,2/13/2024,20:08:34,20.75,20.75,L,Classic,Paneer Cheese Pizza
2522,2644,1,2/13/2024,20:22:27,16,16,M,Classic,Cheese Chilly Pizza
2523,2644,1,2/13/2024,20:22:27,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2524,2645,1,2/13/2024,20:26:18,12.5,12.5,S,Supreme,Paneer Makhani Pizza
2525,2647,1,2/13/2024,20:45:14,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2526,2648,1,2/13/2024,20:48:10,12.75,12.75,S,Classic,Paneer Tandoori Pizza
2527,2649,1,2/13/2024,20:52:50,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2528,2649,1,2/13/2024,20:52:50,16.5,16.5,M,Supreme,Paneer Makhani Pizza
2529,2649,1,2/13/2024,20:52:50,16.75,16.75,M,Classic,Paneer Cheese Pizza
2530,2650,1,2/13/2024,20:55:07,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
2531,2652,1,2/13/2024,21:00:56,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2532,2655,1,2/13/2024,21:34:36,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
2533,2657,1,2/13/2024,21:46:22,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2534,2657,1,2/13/2024,21:46:22,20.25,20.25,L,Veggie,Corn Cheese Pizza
2535,2661,1,2/13/2024,22:09:27,20.25,20.25,L,Veggie,Corn Cheese Pizza
2536,2662,1,2/13/2024,22:22:32,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2537,2664,1,2/13/2024,22:38:02,16.5,16.5,M,Supreme,Veg Special Pizza
2538,2665,1,2/13/2024,22:41:26,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2539,2666,1,2/14/2024,11:48:35,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2540,2667,1,2/14/2024,12:10:23,20.25,20.25,L,Veggie,Corn Cheese Pizza
2541,2668,1,2/14/2024,12:22:58,16,16,M,Classic,Paneer Peri Peri Pizza
2542,2670,1,2/14/2024,13:13:51,16.5,16.5,M,Supreme,Veg Special Pizza
2543,2670,1,2/14/2024,13:13:51,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
2544,2671,1,2/14/2024,13:17:44,20.25,20.25,L,Veggie,Corn Cheese Pizza
2545,2672,1,2/14/2024,14:05:30,12,12,S,Veggie,Paneer Peppy Pizza
2546,2675,1,2/14/2024,14:41:49,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2547,2675,1,2/14/2024,14:41:49,16,16,M,Classic,Cheese Chilly Pizza
2548,2675,1,2/14/2024,14:41:49,18.5,18.5,L,Veggie,Onion Cheese Pizza
2549,2675,1,2/14/2024,14:41:49,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2550,2675,1,2/14/2024,14:41:49,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2551,2675,1,2/14/2024,14:41:49,20.25,20.25,L,Veggie,Corn Cheese Pizza
2552,2675,2,2/14/2024,14:41:49,16.5,33,M,Supreme,Paneer Makhani Pizza
2553,2675,1,2/14/2024,14:41:49,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
2554,2677,1,2/14/2024,15:27:42,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
2555,2677,1,2/14/2024,15:27:42,12.75,12.75,S,Classic,Paneer Cheese Pizza
2556,2678,1,2/14/2024,15:47:53,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2557,2679,1,2/14/2024,16:01:35,20.75,20.75,L,Classic,Paneer Cheese Pizza
2558,2681,1,2/14/2024,16:39:19,20.75,20.75,L,Classic,Paneer Cheese Pizza
2559,2688,1,2/14/2024,17:43:28,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2560,2690,1,2/14/2024,17:49:26,12.75,12.75,S,Classic,Paneer Tandoori Pizza
2561,2692,1,2/14/2024,17:55:07,12,12,S,Veggie,Paneer Peppy Pizza
2562,2692,1,2/14/2024,17:55:07,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2563,2693,1,2/14/2024,18:01:21,16,16,M,Veggie,Corn Cheese Pizza
2564,2695,1,2/14/2024,18:15:16,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2565,2696,1,2/14/2024,18:32:58,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2566,2696,1,2/14/2024,18:32:58,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2567,2697,1,2/14/2024,18:43:18,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2568,2697,1,2/14/2024,18:43:18,16,16,M,Veggie,Corn Cheese Pizza
2569,2697,1,2/14/2024,18:43:18,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
2570,2699,1,2/14/2024,18:44:17,16,16,M,Veggie,Corn Cheese Pizza
2571,2699,1,2/14/2024,18:44:17,20.75,20.75,L,Classic,Paneer Cheese Pizza
2572,2700,1,2/14/2024,18:47:34,16,16,M,Classic,Cheese Chilly Pizza
2573,2700,1,2/14/2024,18:47:34,18.5,18.5,L,Veggie,Onion Cheese Pizza
2574,2700,1,2/14/2024,18:47:34,12,12,S,Veggie,Paneer Peppy Pizza
2575,2701,1,2/14/2024,18:53:37,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2576,2702,1,2/14/2024,18:54:29,20.5,20.5,L,Classic,Cheese Chilly Pizza
2577,2703,1,2/14/2024,19:11:09,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2578,2705,1,2/14/2024,19:34:31,18.5,18.5,L,Veggie,Onion Cheese Pizza
2579,2705,1,2/14/2024,19:34:31,12,12,S,Veggie,Corn Cheese Pizza
2580,2707,1,2/14/2024,19:35:46,16,16,M,Classic,Cheese Chilly Pizza
2581,2707,1,2/14/2024,19:35:46,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2582,2707,1,2/14/2024,19:35:46,20.75,20.75,L,Classic,Paneer Cheese Pizza
2583,2708,1,2/14/2024,19:40:04,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2584,2708,1,2/14/2024,19:40:04,12.5,12.5,S,Supreme,Veg Special Pizza
2585,2709,1,2/14/2024,19:44:58,12,12,S,Veggie,Paneer Peppy Pizza
2586,2709,1,2/14/2024,19:44:58,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2587,2709,1,2/14/2024,19:44:58,16,16,M,Veggie,Corn Cheese Pizza
2588,2710,1,2/14/2024,20:00:00,20.25,20.25,L,Veggie,Paneer Peppy Pizza
2589,2710,1,2/14/2024,20:00:00,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2590,2711,1,2/14/2024,20:00:33,16.5,16.5,M,Supreme,Paneer Makhani Pizza
2591,2712,1,2/14/2024,20:52:05,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
2592,2712,1,2/14/2024,20:52:05,16,16,M,Classic,Paneer Peri Peri Pizza
2593,2714,1,2/14/2024,21:22:31,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2594,2715,1,2/14/2024,21:31:51,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
2595,2715,1,2/14/2024,21:31:51,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2596,2716,1,2/14/2024,21:33:46,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2597,2716,1,2/14/2024,21:33:46,12.75,12.75,S,Classic,Paneer Tandoori Pizza
2598,2717,1,2/14/2024,21:58:09,16,16,M,Veggie,Paneer Peppy Pizza
2599,2717,1,2/14/2024,21:58:09,20.25,20.25,L,Veggie,Corn Cheese Pizza
2600,2717,1,2/14/2024,21:58:09,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2601,2718,1,2/14/2024,22:16:39,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2602,2718,1,2/14/2024,22:16:39,20.25,20.25,L,Veggie,Corn Cheese Pizza
2603,2719,1,2/14/2024,22:22:46,16.5,16.5,M,Supreme,Paneer Makhani Pizza
2604,2720,1,2/14/2024,22:29:54,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2605,2721,1,2/14/2024,22:29:57,18.5,18.5,L,Veggie,Onion Cheese Pizza
2606,2722,1,2/14/2024,22:52:37,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2607,2722,1,2/14/2024,22:52:37,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2608,2724,1,2/15/2024,11:48:59,16,16,M,Classic,Cheese Chilly Pizza
2609,2725,1,2/15/2024,11:52:00,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2610,2725,1,2/15/2024,11:52:00,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2611,2725,1,2/15/2024,11:52:00,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2612,2725,1,2/15/2024,11:52:00,16.5,16.5,M,Supreme,Veg Special Pizza
2613,2725,1,2/15/2024,11:52:00,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2614,2725,1,2/15/2024,11:52:00,16,16,M,Classic,Paneer Peri Peri Pizza
2615,2727,1,2/15/2024,11:56:33,20.75,20.75,L,Supreme,Veg Special Pizza
2616,2729,1,2/15/2024,13:29:30,20.75,20.75,L,Classic,Paneer Cheese Pizza
2617,2730,1,2/15/2024,13:53:02,16.75,16.75,M,Classic,Paneer Cheese Pizza
2618,2732,1,2/15/2024,14:16:54,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2619,2732,1,2/15/2024,14:16:54,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
2620,2734,1,2/15/2024,14:51:01,20.75,20.75,L,Classic,Paneer Cheese Pizza
2621,2735,1,2/15/2024,14:53:31,16,16,M,Classic,Cheese Chilly Pizza
2622,2736,1,2/15/2024,15:11:36,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2623,2742,1,2/15/2024,16:51:56,12.75,12.75,S,Classic,Paneer Cheese Pizza
2624,2743,1,2/15/2024,16:54:36,16,16,M,Classic,Cheese Chilly Pizza
2625,2746,1,2/15/2024,17:10:49,20.75,20.75,L,Supreme,Veg Special Pizza
2626,2746,1,2/15/2024,17:10:49,12.5,12.5,S,Supreme,Veg Special Pizza
2627,2747,1,2/15/2024,17:16:27,20.25,20.25,L,Veggie,Corn Cheese Pizza
2628,2750,1,2/15/2024,17:26:04,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2629,2750,1,2/15/2024,17:26:04,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2630,2752,1,2/15/2024,17:29:20,18.5,18.5,L,Veggie,Onion Cheese Pizza
2631,2753,1,2/15/2024,17:34:35,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2632,2754,1,2/15/2024,17:42:41,12,12,S,Classic,Cheese Chilly Pizza
2633,2754,1,2/15/2024,17:42:41,16,16,M,Veggie,Corn Cheese Pizza
2634,2756,1,2/15/2024,17:50:18,12.75,12.75,S,Classic,Paneer Tandoori Pizza
2635,2758,1,2/15/2024,17:58:47,12.75,12.75,S,Classic,Paneer Cheese Pizza
2636,2759,1,2/15/2024,18:04:36,20.75,20.75,L,Classic,Paneer Cheese Pizza
2637,2761,1,2/15/2024,18:50:06,18.5,18.5,L,Veggie,Onion Cheese Pizza
2638,2761,1,2/15/2024,18:50:06,20.75,20.75,L,Classic,Paneer Cheese Pizza
2639,2763,1,2/15/2024,18:58:26,16,16,M,Classic,Cheese Chilly Pizza
2640,2765,1,2/15/2024,19:28:59,18.5,18.5,L,Veggie,Onion Cheese Pizza
2641,2765,1,2/15/2024,19:28:59,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2642,2771,1,2/15/2024,20:54:46,12.5,12.5,S,Supreme,Veg Special Pizza
2643,2772,1,2/15/2024,21:02:21,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2644,2772,1,2/15/2024,21:02:21,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2645,2773,1,2/15/2024,21:02:35,16,16,M,Veggie,Paneer Peppy Pizza
2646,2773,1,2/15/2024,21:02:35,12,12,S,Veggie,Paneer Peppy Pizza
2647,2774,1,2/15/2024,21:02:44,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2648,2774,1,2/15/2024,21:02:44,20.5,20.5,L,Classic,Cheese Chilly Pizza
2649,2774,1,2/15/2024,21:02:44,18.5,18.5,L,Veggie,Onion Cheese Pizza
2650,2775,1,2/15/2024,21:44:07,16,16,M,Classic,Cheese Chilly Pizza
2651,2776,1,2/15/2024,21:44:18,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2652,2778,1,2/16/2024,11:20:37,12,12,S,Veggie,Paneer Peppy Pizza
2653,2779,1,2/16/2024,11:35:56,16,16,M,Classic,Cheese Chilly Pizza
2654,2781,1,2/16/2024,11:47:04,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2655,2781,1,2/16/2024,11:47:04,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2656,2781,2,2/16/2024,11:47:04,20.75,41.5,L,Classic,Paneer Cheese Pizza
2657,2781,1,2/16/2024,11:47:04,16.75,16.75,M,Classic,Paneer Cheese Pizza
2658,2781,1,2/16/2024,11:47:04,12.75,12.75,S,Classic,Paneer Cheese Pizza
2659,2784,1,2/16/2024,12:16:21,20.75,20.75,L,Supreme,Veg Special Pizza
2660,2785,1,2/16/2024,12:17:18,16.5,16.5,M,Supreme,Veg Special Pizza
2661,2786,1,2/16/2024,12:18:19,18.5,18.5,L,Veggie,Onion Cheese Pizza
2662,2786,1,2/16/2024,12:18:19,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2663,2786,1,2/16/2024,12:18:19,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2664,2786,1,2/16/2024,12:18:19,20.25,20.25,L,Veggie,Corn Cheese Pizza
2665,2786,1,2/16/2024,12:18:19,20.75,20.75,L,Supreme,Paneer Makhani Pizza
2666,2788,1,2/16/2024,12:39:37,12,12,S,Classic,Cheese Chilly Pizza
2667,2788,1,2/16/2024,12:39:37,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
2668,2789,1,2/16/2024,12:40:50,16,16,M,Classic,Cheese Chilly Pizza
2669,2791,1,2/16/2024,12:53:24,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2670,2793,1,2/16/2024,13:12:48,20.75,20.75,L,Supreme,Veg Special Pizza
2671,2794,1,2/16/2024,13:13:19,18.5,18.5,L,Veggie,Onion Cheese Pizza
2672,2794,1,2/16/2024,13:13:19,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2673,2795,1,2/16/2024,13:44:29,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2674,2798,1,2/16/2024,14:39:07,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
2675,2799,1,2/16/2024,14:47:20,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2676,2802,1,2/16/2024,16:01:31,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2677,2802,1,2/16/2024,16:01:31,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
2678,2804,1,2/16/2024,16:43:53,12.75,12.75,S,Classic,Paneer Cheese Pizza
2679,2805,1,2/16/2024,16:57:14,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2680,2807,1,2/16/2024,17:13:02,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2681,2807,1,2/16/2024,17:13:02,20.75,20.75,L,Classic,Paneer Cheese Pizza
2682,2810,1,2/16/2024,17:54:00,18.5,18.5,L,Veggie,Onion Cheese Pizza
2683,2811,1,2/16/2024,18:03:29,12.5,12.5,S,Supreme,Veg Special Pizza
2684,2812,1,2/16/2024,18:13:00,20.75,20.75,L,Supreme,Veg Special Pizza
2685,2813,1,2/16/2024,18:15:02,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
2686,2813,1,2/16/2024,18:15:02,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
2687,2813,1,2/16/2024,18:15:02,35.95,35.95,XXL,Classic,Paneer Peri Peri Pizza
2688,2814,1,2/16/2024,18:21:06,20.75,20.75,L,Classic,Paneer Cheese Pizza
2689,2815,1,2/16/2024,18:21:17,20.5,20.5,L,Classic,Cheese Chilly Pizza
2690,2815,1,2/16/2024,18:21:17,20.75,20.75,L,Classic,Paneer Cheese Pizza
2691,2816,1,2/16/2024,18:21:37,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2692,2817,1,2/16/2024,18:37:05,12,12,S,Veggie,Paneer Peppy Pizza
2693,2817,1,2/16/2024,18:37:05,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
2694,2819,1,2/16/2024,19:26:51,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2695,2819,1,2/16/2024,19:26:51,16.75,16.75,M,Classic,Paneer Cheese Pizza
2696,2821,1,2/16/2024,19:35:28,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2697,2824,1,2/16/2024,19:55:28,18.5,18.5,L,Veggie,Onion Cheese Pizza
2698,2825,1,2/16/2024,20:46:23,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2699,2825,1,2/16/2024,20:46:23,20.75,20.75,L,Classic,Paneer Cheese Pizza
2700,2826,1,2/16/2024,22:40:27,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2701,2826,1,2/16/2024,22:40:27,20.75,20.75,L,Classic,Paneer Cheese Pizza
2702,2828,1,2/17/2024,11:26:13,20.25,20.25,L,Veggie,Corn Cheese Pizza
2703,2829,1,2/17/2024,11:41:17,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2704,2830,1,2/17/2024,11:51:54,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2705,2831,1,2/17/2024,12:01:02,20.5,20.5,L,Classic,Cheese Chilly Pizza
2706,2831,1,2/17/2024,12:01:02,16.75,16.75,M,Classic,Paneer Cheese Pizza
2707,2834,1,2/17/2024,12:43:07,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2708,2835,1,2/17/2024,12:53:50,12,12,S,Classic,Cheese Chilly Pizza
2709,2836,1,2/17/2024,12:58:28,16,16,M,Classic,Cheese Chilly Pizza
2710,2840,1,2/17/2024,13:21:27,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2711,2843,1,2/17/2024,13:36:33,20.75,20.75,L,Classic,Paneer Tandoori Pizza
2712,2843,1,2/17/2024,13:36:33,16.5,16.5,M,Supreme,Veg Special Pizza
2713,2843,1,2/17/2024,13:36:33,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
2714,2844,1,2/17/2024,13:41:34,16,16,M,Classic,Cheese Chilly Pizza
2715,2846,1,2/17/2024,13:58:44,16,16,M,Classic,Cheese Chilly Pizza
2716,2846,1,2/17/2024,13:58:44,12,12,S,Classic,Cheese Chilly Pizza
2717,2846,1,2/17/2024,13:58:44,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
2718,2847,1,2/17/2024,14:00:42,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2719,2848,1,2/17/2024,14:02:20,16.5,16.5,M,Supreme,Veg Special Pizza
2720,2849,1,2/17/2024,14:07:24,16.5,16.5,M,Supreme,Veg Special Pizza
2721,2849,1,2/17/2024,14:07:24,12.75,12.75,S,Classic,Paneer Cheese Pizza
2722,2851,1,2/17/2024,14:23:26,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2723,2851,1,2/17/2024,14:23:26,20.75,20.75,L,Supreme,Veg Special Pizza
2724,2851,1,2/17/2024,14:23:26,20.75,20.75,L,Classic,Paneer Cheese Pizza
2725,2854,1,2/17/2024,15:24:37,16,16,M,Veggie,Paneer Peppy Pizza
2726,2855,1,2/17/2024,15:26:05,16.5,16.5,M,Supreme,Paneer Makhani Pizza
2727,2855,1,2/17/2024,15:26:05,20.75,20.75,L,Classic,Paneer Cheese Pizza
2728,2856,1,2/17/2024,16:00:48,12.5,12.5,S,Supreme,Paneer Makhani Pizza
2729,2859,1,2/17/2024,16:56:21,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
2730,2862,1,2/17/2024,17:27:13,12.75,12.75,S,Classic,Paneer Cheese Pizza
2731,2863,1,2/17/2024,17:28:53,16,16,M,Veggie,Corn Cheese Pizza
2732,2864,1,2/17/2024,17:30:42,16,16,M,Classic,Cheese Chilly Pizza
2733,2865,1,2/17/2024,17:33:09,16,16,M,Veggie,Paneer Peppy Pizza
2734,2866,1,2/17/2024,17:36:11,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
2735,2866,1,2/17/2024,17:36:11,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
2736,2867,1,2/17/2024,17:36:38,16.75,16.75,M,Classic,Paneer Tandoori Pizza
2737,2867,1,2/17/2024,17:36:38,12.75,12.75,S,Classic,Paneer Tandoori Pizza
